x01_signal_a,x02_signal_b,x03_signal_c,x04_factor_a,x05_factor_b,x06_factor_c,x07_load,x08_complexity,x09_regularization,x10_interaction_base,target_y
0.02469261,-0.30965429,0.11088977,0.71287157,0.28623570,1.77940275,0.39337529,0.10000000,0.00103603,0.11243167,1.21315780
-0.72553039,-0.48896099,0.32812236,-1.96908037,-0.00932934,1.14062234,0.27818080,0.20000000,0.00622504,-0.31431679,-1.43327351
-0.08049150,-0.84427478,0.31306063,-0.28286285,-0.85540809,1.21326865,0.38803751,0.30000000,0.04005385,0.12236614,-0.35138025
0.83953950,-0.82374024,0.84448436,-1.02673410,-0.82667182,1.18730009,0.24121081,0.90000000,0.01846925,0.75575458,2.98953346
0.55245646,-0.29780053,0.95822335,0.58177190,-0.10038549,0.44306951,0.16154937,0.20000000,0.00226096,0.47063651,1.57147254
0.50889165,0.51975430,0.44890526,1.69661703,-1.04425079,1.87356534,0.67438827,0.80000000,0.01831345,0.03024315,-0.00227267
-0.29611555,-0.85161869,0.46174249,-1.84957102,-1.02533603,1.10621280,0.17244260,1.00000000,0.01284200,0.22927489,1.80177720
-0.10053259,0.61963184,0.65183745,-0.71389295,-0.45216329,0.18562110,0.12491013,0.90000000,0.01959991,-0.29770456,-0.11842492
0.98197205,0.04813711,0.60980541,-0.54440816,0.30545211,2.75381037,0.19303730,0.60000000,0.00135464,0.71973706,6.40923196
-0.43170605,0.44746731,0.65656409,1.62537079,0.50389993,1.74821854,0.14049734,0.20000000,0.00416067,-0.51524749,0.29316877
0.62636957,0.34023280,0.82895897,0.95509869,0.99132044,2.05624332,0.32031031,0.60000000,0.00414698,0.34434246,4.05619304
0.53231242,-0.61598953,0.99997662,-1.38021931,-0.39992237,1.52306914,0.29741072,1.00000000,0.00182851,0.76849339,2.65990707
0.66269011,0.54219563,0.80904372,-1.33784334,0.33294459,1.31302022,0.32396233,0.50000000,0.03197292,0.19920464,0.83967759
-0.52166301,0.93119327,0.78437024,1.61589735,0.41513629,1.71125818,0.18658084,0.70000000,0.08561233,-0.51581040,-1.57076912
-0.72320293,-0.49999358,0.64117904,1.49646778,-1.31295367,1.66362224,0.07186541,0.90000000,0.00197105,-0.50211977,-2.65040140
-0.55592399,-0.09774402,0.34958508,-1.89331924,0.89226092,0.70733422,0.02900149,0.30000000,0.00188451,-0.24792114,-2.22120492
0.39214398,-0.72241462,0.70553618,-0.20559410,1.46519131,0.01575359,0.05351025,1.00000000,0.01136431,0.60000547,1.26575377
-0.39769761,-0.90450111,0.41982554,1.17559643,-0.37381686,2.71544066,0.42911258,1.00000000,0.00507729,0.13866800,0.17376885
0.33642981,0.04696912,0.36060376,1.81361471,-0.22132621,1.63224588,0.75544766,0.10000000,0.01867848,0.27421154,1.13766678
-0.96751554,0.57704003,0.34480249,0.93176409,-0.95190679,2.20556095,0.20098921,0.30000000,0.04578965,-0.96007827,-3.17644839
-0.04293766,-0.63544400,0.13485258,0.86418023,-2.06283984,2.83081545,0.03761213,0.60000000,0.07357698,-0.13074279,-0.66142114
0.08606140,-0.49337247,0.75329092,-1.23558628,-0.86793408,2.59739483,0.24233840,0.80000000,0.06155665,0.41259448,3.94194230
-0.00759355,-0.00495322,0.92431047,0.07710341,1.41046735,2.40344426,0.32364123,0.20000000,0.00452731,-0.03945901,2.07311751
0.43532582,-0.66671046,0.44390838,-0.21148136,-0.25580458,1.84455445,0.21328378,0.90000000,0.04001216,0.26635437,2.78165539
-0.71444106,0.21514581,0.78131197,-1.86080414,-1.78559614,0.20170009,0.49215293,1.00000000,0.00202711,-0.62459581,2.25801753
-0.11212142,-0.84622914,0.13769511,-0.53220021,-0.25452272,2.88156016,0.04591935,0.20000000,0.00333852,0.36038699,2.24410200
0.99273022,-0.42884624,0.91647891,-0.03519922,0.86800290,0.36791227,0.05549071,0.60000000,0.02624708,0.67265035,2.85227129
-0.40008664,-0.68498950,0.70956379,0.80087702,0.34787698,0.67272485,0.19754991,0.80000000,0.04048773,0.13492590,-0.16894653
-0.82756904,-0.38141856,0.99959504,0.87547864,-0.35096786,1.57708696,0.65069423,0.20000000,0.00794235,-0.39086609,-2.69931366
0.75592030,0.56052586,0.63979393,-1.27214745,0.83264552,2.73213681,0.12097406,0.60000000,0.07404158,0.20246426,2.93272101
0.03779559,-0.43190338,0.07885990,-1.21479232,1.91905914,2.86905488,0.16343529,0.30000000,0.01526219,0.13114044,-0.14180601
0.24895837,0.80400179,0.33761959,1.69571890,1.54418534,0.24366856,0.16754205,0.10000000,0.00991006,-0.11089744,2.13809601
0.91330034,-0.03411036,0.80468815,0.73996336,-0.47418332,0.89230161,0.35373285,0.60000000,0.05284089,0.41101876,2.90917493
-0.30925888,-0.20256679,0.76066499,0.05992054,0.46753818,0.36756573,0.48604504,1.00000000,0.00685914,-0.04928919,0.38624938
0.62695569,0.86750307,0.72112843,-1.24066360,-0.40084265,0.47802724,0.10024034,1.00000000,0.00507914,0.16240985,1.39524982
0.76467895,0.30852007,0.47058685,0.14676300,0.48701731,2.64736719,0.45857146,1.00000000,0.01329333,0.23099983,4.82792309
-0.22730235,-0.09929124,0.54985709,1.30124527,0.50195893,1.86972474,0.52233071,0.60000000,0.01305160,-0.14115386,1.67829135
0.20492590,-0.19722583,0.04025491,-1.84434414,-0.32750034,1.55799813,0.21133941,0.60000000,0.00211351,-0.00914077,1.96331838
-0.40153131,-0.32725310,0.82828939,0.12935932,-0.07730492,2.12621942,0.22682999,0.70000000,0.01470294,-0.05415812,1.08490027
0.37608730,-0.94670569,0.47459021,1.86828278,0.28413313,1.73290319,0.54000045,1.00000000,0.03541704,0.40112953,1.47465244
-0.51560688,0.14514054,0.70052091,-1.23686269,1.01562202,1.32311570,0.34265448,1.00000000,0.06934927,-0.23087908,-1.89958508
-0.87543743,-0.72383503,0.20734170,-0.69980186,-0.51181409,0.94125780,0.16781678,0.50000000,0.01660172,-0.36052778,-2.05234331
0.11617330,-0.55026592,0.97291063,-0.80954174,0.56274537,0.86701241,0.19232793,0.50000000,0.00376339,0.15532140,-0.67564803
0.79152092,-0.21093509,0.34513468,1.09225732,0.14202808,2.86594115,0.07248238,0.40000000,0.00253592,0.58728419,5.24944404
0.39234260,-0.72545409,0.61567703,0.34732199,-0.44649782,0.72737412,0.33255063,0.70000000,0.00457707,0.34686046,1.35076277
-0.72506593,0.92903753,0.97791071,-1.36823570,-0.94513967,1.42709893,0.43669488,0.10000000,0.06544462,-1.00943622,-3.35513326
0.07030455,0.44623536,0.93666938,1.65291890,0.55710425,0.52519433,0.65255176,0.50000000,0.05668737,0.01889264,0.08764123
-0.78539862,0.96598778,0.28456165,1.95639788,-0.89932709,2.81568151,0.23212132,0.50000000,0.02736506,-0.89526876,-3.43003694
-0.40995148,0.34880228,0.19316129,0.44381800,0.06411355,1.91617738,0.28945850,0.20000000,0.00234187,-0.31816749,0.24779325
-0.50390583,-0.47842945,0.23552125,1.01502661,0.65021899,2.16864759,0.02270903,0.20000000,0.00852688,-0.13995017,1.26947766
0.84621203,0.77560283,0.76984105,0.76116151,1.02704850,1.91613398,0.16588715,1.00000000,0.00558791,0.11865730,3.36226305
0.51470105,0.60398998,0.82560351,1.04743848,-0.45639077,2.36211207,0.33891661,0.20000000,0.00132897,-0.07907232,0.96812680
0.14540335,-0.70029524,0.32811764,0.08136616,-0.28001155,0.34872007,0.28293004,0.10000000,0.00806983,0.23524493,0.00540538
-0.88452644,-0.07524339,0.80691535,0.89312032,-1.16932301,2.23741345,0.37295851,0.10000000,0.07398873,-0.36623245,-2.04953254
-0.93653026,-0.18226613,0.76897206,1.06331073,0.78328018,2.93499985,0.23114643,0.70000000,0.00144710,-0.25068022,1.76885562
-0.73402039,0.72057316,0.11863317,1.97138710,-0.32679266,2.93617313,0.42697683,0.70000000,0.04433236,-0.68965165,-1.32193304
-0.44870054,0.87482072,0.72502395,-1.54862144,0.73737990,2.42843455,0.34189184,0.10000000,0.00781416,-0.73369491,-3.09567570
-0.51053170,-0.91152654,0.43896281,0.15903924,0.03813226,0.42040673,0.22483199,0.30000000,0.09362485,-0.14922566,-2.51685789
-0.44969216,0.11343624,0.59166712,0.94084844,-0.11003141,0.52539956,0.62705566,0.70000000,0.03729144,-0.36731192,-0.64053176
-0.70156478,-0.24707962,0.75441610,-0.10592472,0.39547014,2.12273039,0.45550382,0.90000000,0.01148110,-0.40446981,0.40139511
-0.33947401,-0.84185913,0.44978683,-0.51569003,0.39594884,1.60690661,0.15739304,0.90000000,0.00271665,0.19987382,0.64108432
-0.39362395,0.81798832,0.21180777,-1.23990521,-0.07099650,2.26299223,0.49218708,0.50000000,0.00577196,-0.76200146,-1.33183355
-0.47687675,0.02563308,0.49727729,-1.60556707,-0.15840719,2.94395537,0.29506221,0.40000000,0.03037419,-0.14482230,2.34649907
0.16806380,0.44002388,0.29519229,-1.21523287,0.13010868,0.73719005,0.36026552,0.80000000,0.08570705,0.07946171,-0.03198550
-0.66353271,0.58995103,0.16926571,0.88125412,-0.72221108,1.46494896,0.63130735,0.10000000,0.03378140,-0.83075493,-3.38790720
-0.53713322,0.41433913,0.00914146,0.02293168,-0.77569310,2.00026419,0.34842554,0.90000000,0.00664779,-0.36900057,0.14306546
0.07147621,-0.42662293,0.50221603,0.79143630,0.13431558,1.29171963,0.22849844,0.70000000,0.00143893,0.34222293,2.12278450
-0.51358421,0.39447263,0.29997464,1.31224831,2.16485680,1.94968336,0.06160200,0.10000000,0.02545015,-0.28577592,3.35287742
0.28981448,-0.33745877,0.97732922,1.89535898,0.76738089,2.68437364,0.16874491,0.50000000,0.06289604,0.28027050,4.47531075
0.85753272,-0.37103061,0.96146919,0.34814442,0.01789759,1.19488806,0.12266080,0.70000000,0.02259800,0.47342169,3.02752381
0.47949034,0.58099617,0.68931054,-1.68628924,-0.19848869,2.23636968,0.29204308,1.00000000,0.03451527,0.17111537,3.02964019
0.54710983,-0.94074868,0.27332703,1.97034351,-0.74895750,2.82342853,0.21471022,1.00000000,0.00389726,0.71120588,2.14498229
-0.46405594,-0.24000001,0.78389028,-1.38289244,0.31253383,1.16886593,0.38595211,0.90000000,0.01286708,-0.20562461,-0.92842577
-0.29217143,-0.81387148,0.59804380,-0.70227868,-0.49919678,1.16339868,0.04553695,1.00000000,0.01102070,0.21606223,0.73523072
-0.46216207,-0.46318641,0.14593482,-1.33117040,-0.44786185,0.82788561,0.22864150,0.80000000,0.01540327,-0.07287192,-0.20605497
-0.39068401,0.89764692,0.33221722,0.48076875,0.23840894,1.00420867,0.54782442,0.40000000,0.00907861,-0.69463828,-2.15544698
-0.36172467,0.46974873,0.63290246,1.87105234,0.72437810,2.34592311,0.14562518,1.00000000,0.00250957,-0.32936218,3.05083158
0.53523582,-0.94616778,0.72721336,1.77189966,0.35872528,2.49384543,0.05370285,0.30000000,0.01847873,0.90727433,3.77714121
0.43047278,0.57815353,0.07396514,1.96280246,1.17149380,1.43770410,0.12299749,0.90000000,0.00118449,0.20999476,4.16011268
0.62459395,0.18763989,0.91440125,-1.56252230,0.01314511,0.49901548,0.29930334,0.60000000,0.08539522,0.47708756,1.35291939
-0.48252326,0.02135248,0.51879777,0.32207318,0.04930247,1.72570619,0.19012489,0.90000000,0.00200212,-0.16027609,1.50248256
-0.40913556,0.84109509,0.08585480,1.32527098,-0.09209456,1.02920004,0.50943631,0.80000000,0.00434329,-0.69210902,-3.04567281
-0.76982947,0.69836002,0.64796992,0.70855733,1.38629023,0.49306228,0.13080034,0.40000000,0.03940139,-0.79408784,-1.44603035
0.31461582,-0.20883524,0.73738837,1.53238950,-0.80545958,0.01335013,0.12421513,1.00000000,0.00159773,0.31191703,0.63360302
-0.34803018,-0.08489916,0.26235340,1.45054619,-0.37079755,1.58314506,0.32360029,0.60000000,0.00505790,-0.24613697,-0.40720042
0.34717772,0.60122677,0.91868258,0.36067346,-0.32599048,0.71571818,0.18510472,1.00000000,0.00188684,-0.12399280,0.68981932
0.27100328,0.38686585,0.64526010,1.99959821,0.34227061,1.66473773,0.33612359,0.10000000,0.05383249,0.13974338,2.04572118
-0.60974302,-0.23211165,0.56158208,0.61227904,-0.78309988,2.13042712,0.24338531,0.40000000,0.00383866,-0.19755628,0.16022803
-0.66358205,-0.08535723,0.74251825,1.06367822,0.98154955,1.64917855,0.07466446,0.60000000,0.01213631,-0.35536450,0.98002349
-0.11726684,-0.56291613,0.42515469,0.94395479,-0.34328407,2.62442954,0.03331295,1.00000000,0.02389281,0.08038105,2.33494923
-0.14366588,0.23230240,0.78484931,1.25411946,-0.84157302,2.41632148,0.29231127,0.50000000,0.00379024,-0.20490668,0.37921126
0.97097660,0.35859863,0.09522516,1.85108798,0.39863383,2.97745868,0.31381387,0.80000000,0.00192461,0.17699074,5.68002058
-0.24965534,-0.84896745,0.79459863,1.07553694,-0.83144561,1.20855232,0.28122952,0.80000000,0.00451418,0.39676924,-1.26419770
0.46544805,0.46186387,0.45844926,0.65657528,-0.18195987,1.60327339,0.22856759,0.50000000,0.00473708,0.12827647,2.23375988
-0.02932419,-0.31252076,0.68255193,-1.80636296,-0.48625761,0.29872423,0.61741275,0.80000000,0.00818533,0.23404633,1.63664741
0.99138814,0.81881443,0.88214776,-0.79253798,1.15297822,0.28001995,0.18615290,0.10000000,0.00620416,0.09310262,-0.96078657
-0.53171232,0.31097046,0.70369804,-1.99565479,1.16576046,1.43042012,0.09316226,0.70000000,0.02443779,-0.52910046,-3.02359841
-0.82133784,0.61191367,0.10320153,-0.52975324,-0.23933279,2.44010377,0.44356643,0.40000000,0.01803682,-0.62529483,-0.82357522
0.37313234,0.71992505,0.08668803,-1.59813955,0.67084060,2.25733694,0.47462058,0.20000000,0.00313570,-0.21854044,-0.92908116
-0.43015838,0.88255849,0.02682441,1.38828008,0.38563357,1.82078061,0.12354344,0.40000000,0.00976732,-0.66836528,-1.72893726
0.18785954,0.05657300,0.97769695,1.94753013,0.61246011,2.80177321,0.10953484,0.30000000,0.03353141,0.28756079,4.50219422
-0.96662120,-0.86493486,0.26218528,-1.84069255,1.31116430,1.51983181,0.37784595,0.20000000,0.01910181,-0.15545877,-5.68661514
-0.83280585,-0.84195688,0.92092486,1.89725354,-0.10794036,0.46613139,0.15138046,0.20000000,0.00417195,-0.43745956,-4.01703947
-0.52272522,-0.51104049,0.92462775,-1.53605367,-0.20489631,1.99823874,0.72125216,0.60000000,0.01111759,-0.13540084,-0.47206267
-0.66607409,-0.74613879,0.78112398,-0.92494205,-1.25050083,2.65924428,0.07113286,0.80000000,0.01050906,0.12221833,2.67646035
-0.66623721,-0.68538004,0.77332895,1.57707368,-0.18175129,2.22233989,0.01518235,0.30000000,0.07283165,-0.17837319,-0.81408309
0.82789534,0.48133166,0.41936930,-0.71279194,-0.79221112,1.24876980,0.61150001,0.90000000,0.02221526,0.38486150,3.51805854
0.03154826,-0.90814281,0.40092485,1.50796495,0.91847621,0.93209332,0.10918718,0.50000000,0.03014061,0.22794333,1.22661539
0.94371549,0.99557423,0.77588596,0.92985335,0.76591586,1.63967773,0.35626821,0.70000000,0.04988982,0.15997806,1.86338172
0.05962898,-0.52366481,0.49202888,-1.76041970,1.26143282,0.27907992,0.61715975,0.60000000,0.00825878,0.24162783,-2.16061489
0.01085553,0.27443136,0.39435129,0.36758305,-1.05477848,0.18684859,0.44243487,0.70000000,0.02520294,-0.11290878,-0.02257852
-0.45608826,-0.85062513,0.20271263,1.11974793,-0.40065351,0.49312494,0.26061280,0.40000000,0.00801372,0.03120387,-2.52768964
-0.81915822,0.61519381,0.30421498,0.81881922,0.35727476,1.80990746,0.25325787,0.60000000,0.00620139,-0.64120086,-1.01124877
0.64017923,-0.65226453,0.95209661,1.41840522,-0.94930633,0.28417583,0.18047305,0.40000000,0.00182570,0.59278163,-0.36317907
0.26059510,0.28937003,0.58232380,-0.96471739,-0.69074289,2.43824127,0.07262647,0.10000000,0.07665868,0.29945328,4.11981855
-0.13368725,0.44886169,0.49612639,-0.46908225,-0.66979941,2.72491265,0.29023658,1.00000000,0.00310148,-0.20988124,3.23930938
0.10137733,-0.87804186,0.27977599,-1.45105593,0.79155120,0.59837342,0.25757538,0.60000000,0.00910686,0.43366724,-1.72717281
0.13130223,-0.35679116,0.27043568,-1.89574813,-0.15990139,2.43206810,0.19448716,1.00000000,0.09981860,0.20472695,2.87214871
0.31372884,-0.46694600,0.81628516,1.66903793,-0.05981422,0.16772597,0.56680661,0.30000000,0.00225009,0.19333062,-0.12186787
0.39525313,0.82796001,0.02820657,0.80224321,0.97481599,1.68932667,0.08095721,0.50000000,0.00224447,-0.14403496,1.30071908
0.20332557,-0.96014402,0.47798899,-0.67306403,0.06427145,1.84240430,0.22837219,0.30000000,0.03537798,0.64179585,1.04875745
0.92111750,-0.25281844,0.94192321,-0.41761775,0.54597194,0.40935501,0.08868352,0.60000000,0.00223052,0.71411398,2.75683322
